gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value
AAMP,5.373316144086668e-05,0.0002834621385773396,6,1.001,1.8844026337697626,0.07570255451377868,1.500089410992936,0.13359124349712398,2.346381092155884,2.346381092155884,0.10526315789473684,0.9974126778783958,0.006077865266994889
AAMP_negation,0.5180643877245874,0.5632233586907152,0,0.001,-1.8844026337697626,0.07570255451377868,-1.500089410992936,0.13359124349712398,2.3464130890709005,2.3464130890709005,0.0,1.0,0.7218821697537441
ABCA1,0.4475670829945631,0.5284190892780435,33,0.001,-5.47788219863192,5.017766256428151e-08,-0.1601219034205943,0.8727850473527773,-14.507230921248384,14.507230921248384,0.0,0.9786545924967659,0.718384851082747
ABCA1_negation,0.35894344553156166,0.46033159196779255,0,0.001,5.47788219863192,5.017766256428151e-08,0.1601219034205943,0.8727850473527773,-14.507107009774241,14.507107009774241,0.0,1.0,0.718384851082747
ABCB1,1.0,1.0,0,3.001,-12.581434699642815,1.2500929768084346e-34,-0.7812008015368388,0.4346844023789046,-16.891844680892724,16.891844680892724,0.0,1.0,1.0
ABCB1_negation,0.4042097002086938,0.5056203598574636,0,0.001,12.581434699642815,1.2500929768084346e-34,0.7812008015368388,0.4346844023789046,-16.891820953163645,16.891820953163645,0.0,1.0,0.718384851082747
ABCG1,0.1707626333602114,0.28538599132905446,38,0.001,0.5190531458617758,0.6099681395040941,0.21477276040944146,0.8299444913534911,1.0609650937867825,1.0609650937867825,0.05263157894736842,0.9760672703751617,0.718384851082747
ABCG1_negation,0.36801731315595265,0.46802595801834634,0,0.001,-0.5190531458617758,0.6099681395040941,-0.21477276040944146,0.8299444913534911,1.0610246511974983,1.0610246511974983,0.0,1.0,0.718384851082747
ACE,0.38604531064596476,0.48558614115785975,2,0.001,-1.4146714589570137,0.1573663457393927,-0.00970435778306632,0.9922571642822662,-10.338358737861865,10.338358737861865,0.0,0.9987063389391979,0.718384851082747
ACE_negation,0.38604531064596476,0.48558614115785975,0,0.001,1.4146714589570137,0.1573663457393927,0.00970435778306632,0.9922571642822662,-10.336128330884407,10.336128330884407,0.0,1.0,0.718384851082747
ACHE,0.31312209260450924,0.41575602287965024,33,0.001,-5.393567163599461,7.980588965099076e-08,-0.1601219034205943,0.8727850473527773,-14.659227819372482,14.659227819372482,0.0,0.9786545924967659,0.718384851082747
ACHE_negation,0.34983431469556464,0.45079950104253314,0,0.001,5.393567163599461,7.980588965099076e-08,0.1601219034205943,0.8727850473527773,-14.659116299045767,14.659116299045767,0.0,1.0,0.718384851082747
ACVR1B,0.4259099818883421,0.5190420970698697,26,0.001,-5.140781222630211,3.085113405483372e-07,-0.12615665117986216,0.8996079244814931,-14.037769465856732,14.037769465856732,0.0,0.9831824062095731,0.718384851082747
ACVR1B_negation,0.372539913361725,0.47189091408931577,0,0.001,5.140781222630211,3.085113405483372e-07,0.12615665117986216,0.8996079244814931,-14.037597896123208,14.037597896123208,0.0,1.0,0.718384851082747
ACVR2A,0.4215340400450304,0.5172135835892758,16,0.001,-3.918128085538806,9.313448002802379e-05,-0.07763486226453056,0.9381185099825385,-13.424838001068576,13.424838001068576,0.0,0.9896507115135834,0.718384851082747
ACVR2A_negation,0.3815543213471319,0.48167430012584944,0,0.001,3.918128085538806,9.313448002802379e-05,0.07763486226453056,0.9381185099825385,-13.424575600299239,13.424575600299239,0.0,1.0,0.718384851082747
ACVR2B,0.14992206929219692,0.2582765341618074,8,0.001,0.9134906378775959,0.37303374471813155,0.36084888282822924,0.7182124180446434,3.5387509850449077,3.5387509850449077,0.05263157894736842,0.9954721862871928,0.718384851082747
ACVR2B_negation,0.3770523875720629,0.4777730044726163,0,0.001,-0.9134906378775959,0.37303374471813155,-0.36084888282822924,0.7182124180446434,3.5393334216531986,3.5393334216531986,0.0,1.0,0.718384851082747
ADA,0.001834622029898013,0.00751464531205307,12,1.001,1.30441712588136,0.20829532758118122,1.0041456527109676,0.31530841328532444,1.3129639158253759,1.3129639158253759,0.0,0.9922380336351876,0.09544575474270003
ADAM10,0.37279015926124087,0.47388264519366563,145,0.001,0.08652337860388924,0.9319821043933257,0.09065913192075115,0.9277634448531233,0.08900837557956971,0.08900837557956971,0.10526315789473684,0.907503234152652,0.718384851082747
ADAM10_negation,0.46460899470884615,0.5362019928108277,0,0.001,-0.08652337860388924,0.9319821043933257,-0.09065913192075115,0.9277634448531233,0.08901012001474991,0.08901012001474991,0.0,1.0,0.7218821697537441
ADAM17,0.5180643877245874,0.5632233586907152,64,0.001,0.20016443073346338,0.843552139925953,0.0886161092295793,0.9293870051402042,0.3240223748595819,0.3240223748595819,0.05263157894736842,0.9592496765847348,0.7218821697537441
ADAM17_negation,0.4302714750255751,0.5208862388708105,0,0.001,-0.20016443073346338,0.843552139925953,-0.0886161092295793,0.9293870051402042,0.324036180341364,0.324036180341364,0.0,1.0,0.718384851082747
ADAM8,8.188541453056294e-05,0.0004202728405079493,0,2.001,1.7127774700763452,0.10387315851266632,1.1604368885856147,0.2458709751418907,2.412268097248661,2.412268097248661,0.0,1.0,0.008220536760335488
ADAM8_negation,1.0,1.0,0,0.001,-1.7127774700763452,0.10387315851266632,-1.1604368885856147,0.2458709751418907,2.4123019553173277,2.4123019553173277,0.0,1.0,1.0
ADAM9,0.4389499227896325,0.5246214074337331,22,0.001,-4.722621052582899,2.5392943592905047e-06,-0.10674793561372953,0.914988952719887,-13.796776962589737,13.796776962589737,0.0,0.9857697283311773,0.718384851082747
ADAM9_negation,0.3770523875720629,0.4777730044726163,0,0.001,4.722621052582899,2.5392943592905047e-06,0.10674793561372953,0.914988952719887,-13.796574198359112,13.796574198359112,0.0,1.0,0.718384851082747
ADA_negation,0.4346182192262902,0.5227460089920983,0,0.001,-1.30441712588136,0.20829532758118122,-1.0041456527109676,0.31530841328532444,1.3129842622306294,1.3129842622306294,0.0,1.0,0.718384851082747
AGRN,0.38604531064596476,0.48558614115785975,1,0.001,-1.0,0.31746709787356625,-0.00485217889153316,0.9961285365675883,-9.33947264960321,9.33947264960321,0.0,0.999353169469599,0.718384851082747
AGRN_negation,0.38604531064596476,0.48558614115785975,0,0.001,1.0,0.31746709787356625,0.00485217889153316,0.9961285365675883,-9.335011832982824,9.335011832982824,0.0,1.0,0.718384851082747
AGTRAP,1.0,1.0,0,3.001,-13.949883666723238,9.574042770549996e-42,-0.907357452716701,0.3642178013683618,-17.016734944895617,17.016734944895617,0.0,1.0,1.0
AGTRAP_negation,0.4475670829945631,0.5284190892780435,0,0.001,13.949883666723238,9.574042770549996e-42,0.907357452716701,0.3642178013683618,-17.01671318483188,17.01671318483188,0.0,1.0,0.718384851082747
AIMP1,1.0,1.0,0,4.001,-0.9208280324897979,0.3688870917228487,-0.542933280178921,0.5871757409696476,-0.386617425729913,0.386617425729913,0.0,1.0,1.0
AIMP1_negation,0.5220459556056923,0.565411323539289,0,0.001,0.9208280324897979,0.3688870917228487,0.542933280178921,0.5871757409696476,-0.3866190366828651,0.3866190366828651,0.0,1.0,0.7218821697537441
ALCAM,0.39499289064332505,0.495537781760248,11,0.001,-3.216816279606933,0.0013230610626831783,-0.053373967806864764,0.9574339463204902,-12.922392321359666,12.922392321359666,0.0,0.9928848641655886,0.718384851082747
ALCAM_negation,0.372539913361725,0.47189091408931577,0,0.001,3.216816279606933,0.0013230610626831783,0.053373967806864764,0.9574339463204902,-12.922020586935407,12.922020586935407,0.0,1.0,0.718384851082747
AMN,0.4215340400450304,0.5172135835892758,19,0.001,-4.384514632865915,1.240983974930067e-05,-0.09219139893913005,0.9265459715953338,-13.585288863884799,13.585288863884799,0.0,0.9877102199223803,0.718384851082747
AMN_negation,0.372539913361725,0.47189091408931577,0,0.001,4.384514632865915,1.240983974930067e-05,0.09219139893913005,0.9265459715953338,-13.585054084249206,13.585054084249206,0.0,1.0,0.718384851082747
AMOT,0.39052496165908557,0.49159175162125346,1,0.001,-1.0000000000000002,0.3174670978735662,-0.00485217889153316,0.9961285365675883,-9.33947264960321,9.33947264960321,0.0,0.999353169469599,0.718384851082747
AMOT_negation,0.38604531064596476,0.48558614115785975,0,0.001,1.0000000000000002,0.3174670978735662,0.00485217889153316,0.9961285365675883,-9.335011832982824,9.335011832982824,0.0,1.0,0.718384851082747
ANPEP,0.38604531064596476,0.48558614115785975,0,0.001,,,0.0,1.0,0.0,0.0,0.0,1.0,0.718384851082747
ANPEP_negation,0.38604531064596476,0.48558614115785975,0,0.001,,,0.0,1.0,0.0,0.0,0.0,1.0,0.718384851082747
ANXA5,0.0017592834961263613,0.00729012691651206,3,3.001,2.5254312354073587,0.021064545816596933,2.7902582404679634,0.0052666016136866676,1.645953938603336,1.645953938603336,0.0,0.9980595084087969,0.09381242268879993
ANXA5_negation,1.0,1.0,0,0.001,-2.5254312354073587,0.021064545816596933,-2.7902582404679634,0.0052666016136866676,1.6459608060928517,1.6459608060928517,0.0,1.0,1.0
APOE,0.38604531064596476,0.48558614115785975,0,0.001,,,0.0,1.0,0.0,0.0,0.0,1.0,0.718384851082747
APOE_negation,0.38604531064596476,0.48558614115785975,0,0.001,,,0.0,1.0,0.0,0.0,0.0,1.0,0.718384851082747
APP,1.0,1.0,0,3.001,-7.613215355212317,4.627785939466578e-14,-0.2911307334919896,0.7709513355280626,-15.314559291743164,15.314559291743164,0.0,1.0,1.0
APP_negation,0.4346182192262902,0.5227460089920983,0,0.001,7.613215355212317,4.627785939466578e-14,0.2911307334919896,0.7709513355280626,-15.314488485186539,15.314488485186539,0.0,1.0,0.718384851082747
AQP11,0.13844989749340392,0.24449988342925708,1,0.001,1.0,0.3305649312781843,0.39481413506896135,0.6929800623690022,15.683668466825964,15.683668466825964,0.05263157894736842,1.0,0.718384851082747
AQP11_negation,0.38604531064596476,0.48558614115785975,0,0.001,-1.0,0.3305649312781843,-0.39481413506896135,0.6929800623690022,15.683613644414402,15.683613644414402,0.0,1.0,0.718384851082747
AREG,1.0,1.0,0,4.001,-12.081349711275703,3.555357538303829e-32,-0.7763486226453056,0.43754317132941245,-17.0237553197581,17.0237553197581,0.0,1.0,1.0
AREG_negation,0.40768658864063734,0.5078197095751644,0,0.001,12.081349711275703,3.555357538303829e-32,0.7763486226453056,0.43754317132941245,-17.023733665325736,17.023733665325736,0.0,1.0,0.718384851082747
ARSA,1.0,1.0,0,3.001,-0.03212992860761514,0.9747129390783815,0.0012768891819824105,0.9989811901126925,-0.04591947356651064,0.04591947356651064,0.0,1.0,1.0
ARSA_negation,0.5260080909750181,0.5676149167082098,0,0.001,0.03212992860761514,0.9747129390783815,-0.0012768891819824105,0.9989811901126925,-0.04592119106060762,0.04592119106060762,0.0,1.0,0.7218821697537441
ATP5B,0.00020740522609232864,0.0010802148339075844,106,2.001,2.342531443274708,0.030702415094153702,2.3931457048714337,0.016704605859938958,0.9370053709396146,0.9370053709396146,0.3157894736842105,0.9353169469598965,0.01821465702692444
ATP5B_negation,1.0,1.0,0,0.001,-2.342531443274708,0.030702415094153702,-2.3931457048714337,0.016704605859938958,0.9370069377488613,0.9370069377488613,0.0,1.0,1.0
ATP6AP2,0.26232578584829414,0.37240679969423013,15,2.001,-0.5215379744493093,0.6082174775555246,-0.7436602595865559,0.45708203734317043,-0.3283827424665549,0.3283827424665549,0.0,0.9902975420439845,0.718384851082747
ATP6AP2_negation,0.35894344553156166,0.46033159196779255,0,0.001,0.5215379744493093,0.6082174775555246,0.7436602595865559,0.45708203734317043,-0.3283846025154629,0.3283846025154629,0.0,1.0,0.718384851082747
ATPIF1,0.0008757628307482588,0.004130383379085061,51,2.001,1.6993859419862485,0.1063044778768743,1.4525891334231902,0.14633786494784348,0.8721370195522116,0.8721370195522116,0.10526315789473684,0.9683053040103493,0.05940463154037043
ATPIF1_negation,0.6386584178707007,0.6436779518368462,0,0.001,-1.6993859419862485,0.1063044778768743,-1.4525891334231902,0.14633786494784348,0.8721390887829686,0.8721390887829686,0.0,1.0,0.799894583095852
AXL,0.38604531064596476,0.48558614115785975,1,0.001,-1.0,0.31746709787356625,-0.00485217889153316,0.9961285365675883,-9.33947264960321,9.33947264960321,0.0,0.999353169469599,0.718384851082747
